,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,RAJ2000,DEJ2000,em
2435,20.135,19.974,18.481,17.619,17.567,15.729,15.055,14.81,-1.4049666666666683,-5.699352941176481,0.29281395348837236,1.905534883720928,1.6127209302325558,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,161.383792,-59.596986,1.0
2438,19.957,19.86,18.286,17.261,17.377,15.073,14.484,14.221,-1.7650833333333353,-5.731294117647075,-0.19704651162790465,1.109883720930234,1.3069302325581384,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,161.244729,-59.748507,1.0
2443,20.256,19.806,18.17,17.097,17.134,15.183,14.387,14.153,-1.4992833333333342,-6.192588235294129,0.3562093023255832,1.9070232558139568,1.5508139534883736,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,161.049604,-59.94241,1.0
2446,18.856,18.593,17.27,16.542,16.216,15.333,14.852,14.654,-1.0595333333333277,-6.494999999999991,1.0893720930232584,3.162930232558143,2.0735581395348848,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,161.337182,-59.675103,1.0
2468,19.709,19.538,18.133,17.352,16.728,15.48,14.949,14.823,-1.2478166666666648,-8.837529411764693,1.7527674418604606,4.594418604651155,2.8416511627906953,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,161.358534,-59.7134,1.0
2477,20.523,19.946,18.223,17.218,17.453,15.159,14.455,13.936,-1.2487499999999996,-4.360058823529412,-0.018697674418604704,1.1632558139534925,1.181953488372097,umag_gmag_rmag_Hamag,161.304193,-59.778089,1.0
2495,19.96,19.512,17.684,16.686,16.583,14.399,13.575,13.148,-1.3650333333333344,-6.61135294117649,0.7090930232558181,2.7742325581395417,2.065139534883724,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,161.084247,-60.022657,1.0
2505,19.336,19.365,18.014,17.259,17.172,15.458,14.865,14.595,-1.400583333333331,-5.427705882352935,0.19153488372092956,1.7428372093023232,1.5513023255813938,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,161.029237,-60.096512,1.0
2523,20.089,19.586,18.032,17.225,17.288,15.882,15.082,14.894,-0.9630499999999971,-4.267352941176471,0.3433023255813985,1.7522558139534927,1.4089534883720942,gmag_rmag_imag_Hamag,160.479324,-60.639041,1.0
2528,19.88,19.382,17.713,16.907,16.738,15.675,15.146,15.017,-0.966233333333337,-5.753470588235308,0.9263953488372079,2.984488372093023,2.0580930232558154,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,161.538755,-59.657188,1.0
2537,18.125,18.19,17.117,16.548,16.268,15.318,14.819,14.5,-1.098683333333339,-5.508588235294122,0.6447674418604573,2.3624186046511495,1.717651162790692,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,161.08187,-60.099866,1.0
2542,15.156,15.574,14.753,14.232,14.051,13.155,12.768,12.357,-1.3644833333333337,-4.919058823529412,0.04081395348837047,1.2785348837209263,1.2377209302325558,umag_gmag_rmag_Hamag,161.090216,-60.107072,1.0
2576,20.068,19.686,18.213,17.381,17.432,16.015,15.545,15.077,-1.1294666666666662,-4.625588235294133,0.25272093023256376,1.6083023255814037,1.35558139534884,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,162.238767,-59.093116,1.0
2611,19.918,19.598,17.992,17.16,16.691,15.369,14.911,14.45,-1.1914666666666673,-8.021705882352956,1.5088604651162818,4.1946511627907,2.6857906976744186,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,161.102402,-60.307551,1.0
2621,19.595,19.05,17.377,16.471,16.235,14.507,13.949,13.605,-1.1008999999999993,-6.777235294117648,1.1432325581395344,3.3595813953488394,2.2163488372093054,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,161.556636,-59.896627,1.0
2639,19.284,19.083,17.688,16.912,16.752,15.153,14.51,14.461,-1.208733333333332,-5.800411764705883,0.6065813953488379,2.369953488372093,1.7633720930232555,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,161.156333,-60.366264,1.0
2648,17.666,17.791,16.841,16.353,15.99,15.42,15.056,15.102,-1.0115333333333323,-5.58141176470589,0.7951627906976773,2.5809069767441906,1.7857441860465135,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,161.175662,-60.369761,1.0
2650,20.022,19.407,17.78,16.974,16.902,15.719,15.09,15.069,-0.8492333333333362,-5.01452941176471,0.7975116279069729,2.590279069767435,1.792767441860462,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,161.749726,-59.831296,1.0
2653,19.326,19.216,17.891,17.121,17.128,15.607,14.836,14.661,-1.2888333333333328,-4.782176470588225,0.09225581395348414,1.4011395348837161,1.308883720930232,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,161.159966,-60.40344,1.0
2662,19.479,19.424,18.212,17.516,16.93,16.339,15.587,15.268,-1.2094000000000027,-8.164882352941179,1.5404418604651116,4.101604651162781,2.56116279069767,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,161.360952,-60.243956,1.0
2672,19.99,19.75,18.292,17.492,17.49,15.927,15.186,14.751,-1.2133333333333358,-4.902235294117671,0.2450697674418651,1.7076744186046597,1.4626046511627948,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,161.72414,-59.923353,1.0
2679,19.808,19.826,18.263,17.407,17.25,15.488,14.95,14.453,-1.57306666666667,-6.513117647058837,0.3799767441860457,2.304441860465114,1.9244651162790685,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,161.560639,-60.107154,1.0
2713,19.828,19.635,18.266,17.49,17.514,15.647,15.259,14.78,-1.2167333333333348,-4.6286470588235265,0.13216279069766998,1.4459069767441828,1.3137441860465129,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,161.693677,-60.077798,1.0
2716,19.269,19.293,17.951,17.236,17.112,15.921,15.327,14.844,-1.322916666666667,-5.403470588235311,0.2903255813953537,1.917813953488381,1.627488372093027,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,161.624569,-60.166761,1.0
2719,20.17,19.978,18.344,17.477,17.507,15.468,14.802,14.267,-1.383050000000001,-5.174647058823529,0.11595348837209035,1.6808837209302276,1.5649302325581373,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,161.769178,-60.031537,1.0
2767,19.546,19.336,17.939,17.266,17.108,15.929,15.336,14.95,-1.0126166666666687,-5.118176470588233,0.6105116279069716,2.3712790697674295,1.760767441860458,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,161.755805,-60.184608,1.0
2814,20.356,19.873,18.179,17.382,17.242,15.614,15.052,14.771,-0.9648833333333271,-5.5248235294117505,0.8378837209302343,2.854209302325587,2.0163255813953525,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,161.865197,-60.215091,1.0
2846,18.847,18.826,17.646,17.08,16.622,15.886,15.207,14.937,-1.0072333333333368,-6.544647058823537,1.1819767441860427,3.416441860465108,2.234465116279065,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,162.050719,-60.185967,1.0
3056,19.697,19.068,17.365,16.41,16.472,14.691,14.078,13.723,-1.1059166666666653,-5.096705882352927,0.4718372093023205,2.0320930232558094,1.5602558139534888,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,162.441405,-60.543104,1.0
3113,20.325,19.545,17.575,16.449,17.612,14.211,13.274,12.983,-1.2655666666666643,1.0172352941176386,-2.168069767441853,-2.875674418604632,-0.7076046511627792,umag_rmag_imag_Hamag,163.130476,-60.158524,0.0
3376,18.668,18.194,16.625,15.681,15.824,13.966,13.433,13.012,-1.2409333333333343,-4.661823529411767,0.11151162790697539,1.3512790697674384,1.2397674418604627,umag_gmag_rmag_Hamag,163.563578,-60.631261,1.0
3520,20.539,19.666,17.557,16.455,16.443,14.162,13.36,12.833,-1.1289666666666656,-6.269705882352924,0.9034186046511561,3.040046511627895,2.136627906976739,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,163.462915,-61.175785,1.0
3612,19.829,19.445,17.891,16.993,17.137,15.254,14.459,14.182,-1.2473666666666654,-4.450470588235281,0.018976744186042227,1.2414418604651098,1.2224651162790676,umag_gmag_rmag_Hamag,165.234283,-59.680267,1.0
3725,18.094,18.248,17.182,16.54,16.305,15.276,14.894,14.713,-1.3202999999999987,-5.777117647058819,0.44169767441860297,2.0487441860465108,1.607046511627908,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,166.254454,-58.875848,1.0
3789,17.961,17.738,16.388,15.612,15.536,14.218,13.759,13.426,-1.186733333333337,-5.2398235294117805,0.41565116279069786,1.9406279069767431,1.5249767441860453,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,165.155736,-60.254986,1.0
4409,17.44,17.312,15.981,15.228,15.278,13.613,13.107,12.782,-1.2399499999999997,-4.379470588235292,0.0012558139534867563,1.217139534883719,1.2158837209302322,umag_gmag_rmag_Hamag,165.929583,-61.109532,1.0
4490,18.497,17.914,15.994,14.846,15.187,12.496,11.737,11.223,-1.502533333333334,-4.591294117647065,-0.28139534883720874,0.8535116279069812,1.13490697674419,umag_gmag_rmag_Hamag,166.445003,-60.912863,1.0
5158,19.354,18.636,16.539,15.324,15.705,13.182,12.472,12.031,-1.4892500000000024,-4.629411764705893,-0.24779069767441875,0.9720232558139512,1.2198139534883699,umag_gmag_rmag_Hamag,168.016056,-60.986903,1.0
5239,19.378,19.006,17.567,16.893,16.365,15.657,15.059,15.142,-0.8524333333333323,-7.334941176470602,1.7104186046511678,4.3650465116279165,2.6546279069767484,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.013911,-61.169993,1.0
5261,16.504,16.269,14.883,14.067,13.458,12.381,11.834,11.457,-1.2473999999999947,-8.901764705882346,1.7787441860465139,4.56686046511628,2.788116279069766,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,167.992724,-61.301829,1.0
5441,19.293,18.532,16.504,15.45,15.705,12.939,12.215,11.756,-1.1537666666666706,-4.362000000000011,0.11460465116278828,1.5555116279069716,1.4409069767441833,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.719879,-61.254468,1.0
5442,18.565,17.924,15.849,14.566,15.778,12.17,11.427,11.061,-1.68978333333333,0.18576470588235633,-2.431279069767438,-3.146697674418599,-0.7154186046511612,umag_rmag_imag_Hamag,168.738813,-61.244237,0.0
5449,17.505,17.254,15.726,14.817,14.841,13.103,12.511,12.219,-1.400350000000003,-5.423411764705897,0.19016279069767433,1.6629069767441884,1.472744186046514,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.712161,-61.284979,1.0
5461,17.542,17.444,16.103,15.287,16.199,13.906,13.457,13.371,-1.3843999999999985,0.7135294117647092,-2.2138139534883705,-2.9725348837209316,-0.7587209302325615,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.753935,-61.257528,0.0
5472,17.046,16.641,14.936,13.87,13.861,11.98,11.417,11.016,-1.5315666666666663,-6.4876470588235255,0.4278139534883696,2.1535348837209227,1.7257209302325531,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.765041,-61.266824,1.0
5475,17.412,17.143,15.684,14.789,14.944,13.304,12.605,12.422,-1.3569166666666672,-4.475705882352934,-0.12390697674419038,0.9782325581395296,1.10213953488372,umag_gmag_rmag_Hamag,168.776092,-61.25593,1.0
5476,15.561,15.584,14.218,13.516,13.178,11.937,11.456,10.898,-1.2982999999999993,-6.691235294117644,0.8337906976744164,2.9779767441860416,2.144186046511625,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.775614,-61.257392,1.0
5525,17.53,17.329,15.879,14.987,16.003,13.576,13.033,12.823,-1.4194666666666647,0.9960588235294161,-2.3744418604651143,-3.263604651162786,-0.889162790697672,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.80762,-61.267712,0.0
5528,19.351,18.915,17.285,16.316,17.277,14.381,13.657,13.57,-1.3243500000000017,0.3847058823529468,-2.0000232558139577,-2.5825581395348918,-0.582534883720935,umag_rmag_imag_Hamag,168.815475,-61.263962,0.0
5535,20.338,19.864,18.1,17.127,17.192,15.265,14.681,14.553,-1.2936166666666706,-5.347882352941186,0.30923255813953193,1.9235813953488308,1.614348837209299,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.864679,-61.213405,1.0
5557,20.182,19.666,17.77,16.651,16.954,14.526,13.938,13.476,-1.5168500000000007,-4.715999999999997,-0.25206976744186393,0.9463255813953448,1.1983953488372086,umag_gmag_rmag_Hamag,168.867411,-61.226307,1.0
5566,20.571,19.648,17.677,16.519,16.715,14.297,13.591,13.105,-1.1806999999999999,-5.245117647058822,0.42616279069767266,1.9459069767441812,1.5197441860465084,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.827728,-61.289726,1.0
5601,20.442,19.862,18.044,16.932,18.12,15.192,14.6,14.417,-1.4401333333333346,1.067294117647064,-2.431441860465119,-3.348604651162799,-0.9171627906976805,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.853628,-61.289535,0.0
5604,19.661,19.117,17.366,16.343,16.357,14.321,13.691,13.305,-1.3144499999999986,-5.925470588235298,0.5085116279069789,2.2272790697674467,1.718767441860468,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.871441,-61.276537,1.0
5655,14.263,14.421,13.56,12.982,12.882,12.175,11.834,11.597,-1.2080333333333346,-4.505176470588242,0.09548837209302274,1.1867209302325556,1.0912325581395328,umag_gmag_rmag_Hamag,167.602679,-62.926751,1.0
5908,19.933,18.976,16.692,15.406,15.854,12.834,12.016,11.428,-1.3792333333333313,-4.416058823529419,-0.17862790697673936,1.0739302325581472,1.2525581395348864,umag_gmag_rmag_Hamag,169.708795,-61.594031,1.0
6402,20.57,18.84,16.59,15.79,16.21,14.277,13.518,13.183,0.2766666666666662,-0.706470588235288,0.665348837209299,1.948372093023249,1.28302325581395,gmag_rmag_imag_Hamag,117.4819583,-25.4613333,0.0
6404,18.31,17.57,16.0,15.58,15.69,14.856,14.385,14.508,-0.02300000000000124,-1.2476470588235349,0.46116279069767446,1.777906976744188,1.3167441860465132,gmag_rmag_imag_Hamag,117.4856667,-25.5208333,0.0
6408,19.28,17.81,15.85,15.22,15.46,14.004,13.419,13.244,0.32550000000000456,-1.0305882352941085,0.8616279069767464,2.2690697674418616,1.407441860465115,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.492875,-25.4918056,0.0
6414,20.66,18.69,16.47,15.72,16.01,14.595,13.883,13.67,0.6075000000000024,-0.9794117647058673,1.2348837209302295,2.787209302325579,1.5523255813953494,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.4952917,-25.5177222,0.0
6416,20.61,19.05,17.15,16.65,16.78,15.775,15.238,15.082,0.6516666666666656,-0.8123529411764561,1.230465116279062,2.8311627906976633,1.600697674418601,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.49875,-25.4742222,0.0
6422,19.2,17.83,15.89,15.29,15.53,14.183,13.611,13.462,0.2799999999999987,-0.9382352941176544,0.761627906976745,2.149069767441859,1.3874418604651138,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.5096667,-25.5144722,0.0
6425,20.23,18.37,16.16,15.41,15.76,13.997,13.349,12.911,0.49749999999999983,-0.7047058823529451,0.9727906976744194,2.3769767441860497,1.40418604651163,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.510625,-25.4629167,0.0
6434,19.67,18.21,16.09,15.35,15.7,13.974,13.287,13.165,0.11566666666666747,-1.0405882352941211,0.5727906976744208,1.8869767441860512,1.3141860465116302,gmag_rmag_imag_Hamag,117.5194167,-25.4638611,0.0
6466,18.28,17.29,15.65,15.19,15.32,14.455,13.958,13.901,0.154333333333334,-1.1258823529411757,0.66046511627907,2.0011627906976717,1.3406976744186019,gmag_rmag_imag_Hamag,117.5550417,-25.4397778,0.0
6468,18.11,17.19,15.56,15.11,15.24,14.381,13.918,13.874,0.10249999999999637,-1.1317647058823574,0.5904651162790662,1.9211627906976698,1.3306976744186039,gmag_rmag_imag_Hamag,117.5560833,-25.5276111,0.0
6469,17.98,17.13,15.52,15.06,15.2,14.297,13.839,13.654,0.01433333333333664,-1.2017647058823542,0.4951162790697721,1.7827906976744257,1.2876744186046536,gmag_rmag_imag_Hamag,117.5564167,-25.4498056,0.0
6493,19.34,18.15,16.45,15.98,16.1,15.25,14.712,14.585,0.3361666666666703,-1.0541176470588094,0.885813953488371,2.3095348837209264,1.4237209302325553,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.571125,-25.4575556,0.0
6502,18.08,16.79,14.84,14.19,14.47,13.041,12.449,12.339,0.10916666666666552,-1.0823529411764672,0.5802325581395315,1.885581395348831,1.3053488372092994,gmag_rmag_imag_Hamag,117.5774167,-25.5277222,0.0
6524,18.02,17.38,15.86,15.45,15.55,14.697,14.494,14.255,-0.10483333333333289,-1.3476470588235212,0.38651162790697385,1.6762790697674355,1.2897674418604614,gmag_rmag_imag_Hamag,117.5865,-25.5366389,0.0
6544,18.43,17.32,15.56,15.03,15.22,14.099,13.579,13.472,0.14716666666666423,-1.0700000000000003,0.6283720930232523,1.9509302325581332,1.3225581395348809,gmag_rmag_imag_Hamag,117.5945833,-25.4463056,0.0
6545,19.19,18.3,16.67,16.22,16.35,15.346,14.937,14.915,0.07249999999999557,-1.161764705882355,0.560465116279064,1.891162790697662,1.3306976744185979,gmag_rmag_imag_Hamag,117.5947917,-25.44775,0.0
6548,18.18,16.91,15.13,14.63,14.78,13.737,13.237,13.08,0.36166666666666647,-0.9741176470588337,0.8897674418604684,2.324418604651169,1.4346511627907006,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.5955,-25.4995556,0.0
6565,16.8,15.9,14.17,13.65,13.83,12.741,12.269,12.183,-0.0446666666666653,-1.2799999999999994,0.44372093023255943,1.759302325581398,1.3155813953488384,gmag_rmag_imag_Hamag,117.605125,-25.5325833,0.0
6567,18.45,17.61,16.02,15.61,15.71,14.877,14.543,14.177,0.0951666666666664,-1.147647058823522,0.5865116279069731,1.946279069767435,1.3597674418604617,gmag_rmag_imag_Hamag,117.6074583,-25.5041111,0.0
6568,18.51,17.9,16.34,15.91,16.03,15.219,14.909,14.674,-0.17116666666666291,-1.3776470588235188,0.3058139534883727,1.5895348837209275,1.2837209302325547,gmag_rmag_imag_Hamag,117.6080833,-25.4915278,0.0
6575,19.85,18.73,16.99,16.51,16.67,15.681,15.174,15.018,0.24800000000000688,-0.9317647058823315,0.7144186046511636,2.08604651162791,1.371627906976746,gmag_rmag_imag_Hamag,117.612625,-25.4517778,0.0
6579,17.54,16.72,15.16,14.74,14.85,14.022,13.711,13.59,0.057000000000000606,-1.167647058823533,0.5411627906976764,1.8479069767441882,1.3067441860465117,gmag_rmag_imag_Hamag,117.6149167,-25.5338056,0.0
6580,17.42,16.56,15.01,14.6,14.7,13.949,13.603,13.522,0.11516666666666953,-1.1276470588235303,0.6065116279069808,1.9262790697674457,1.319767441860465,gmag_rmag_imag_Hamag,117.6151667,-25.5048889,0.0
6582,19.71,18.46,16.65,16.09,16.28,15.096,14.486,14.403,0.23266666666666924,-1.1223529411764548,0.7683720930232528,2.1409302325581363,1.3725581395348834,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.6162917,-25.4421667,0.0
6586,17.1,15.57,13.65,13.06,13.29,11.996,11.421,11.258,0.4581666666666684,-0.7782352941176542,0.9469767441860514,2.3374418604651246,1.390465116279073,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.6198333,-25.4893611,0.0
6589,17.7,16.19,14.19,13.55,13.83,12.367,11.785,11.663,0.34733333333333394,-0.7982352941176463,0.8002325581395349,2.155581395348841,1.3553488372093059,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.6214583,-25.5230556,0.0
6595,17.28,16.49,14.92,14.49,14.6,13.744,13.335,13.311,0.008833333333336801,-1.261764705882353,0.5111627906976788,1.8279069767441904,1.3167441860465114,gmag_rmag_imag_Hamag,117.6251667,-25.5356944,0.0
6596,19.35,17.21,14.97,14.22,14.56,12.807,12.042,11.853,0.777500000000001,-0.488823529411766,1.2781395348837223,2.7353488372093047,1.4572093023255823,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.6254583,-25.4733056,0.0
6597,16.75,15.03,13.04,12.5,12.66,11.562,10.994,10.878,0.7390000000000024,-0.7164705882352878,1.3144186046511632,2.9360465116279078,1.6216279069767443,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.6267917,-25.4964444,0.0
6598,19.05,18.03,16.35,15.9,16.05,15.064,14.781,14.439,0.2024999999999978,-0.9035294117647115,0.639767441860464,1.9744186046511607,1.3346511627906967,gmag_rmag_imag_Hamag,117.6274583,-25.4999167,0.0
6609,18.66,17.68,15.97,15.46,15.62,14.53,14.079,14.052,0.0535000000000011,-1.264117647058833,0.5744186046511676,1.9160465116279148,1.3416279069767472,gmag_rmag_imag_Hamag,117.635,-25.4628611,0.0
6610,18.73,17.11,15.09,14.44,14.72,13.218,12.634,12.463,0.43916666666666737,-0.7523529411764653,0.9102325581395333,2.2855813953488333,1.3753488372092997,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.6380833,-25.48175,0.0
6614,19.7,18.64,16.93,16.43,16.6,15.64,15.071,14.932,0.15166666666666562,-1.0558823529411674,0.629069767441855,1.947674418604643,1.3186046511627878,gmag_rmag_imag_Hamag,117.639625,-25.5116944,0.0
6617,18.03,16.33,14.27,13.6,13.89,12.388,11.783,11.626,0.48283333333333656,-0.7364705882352856,0.9648837209302334,2.3572093023255793,1.3923255813953457,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.6424583,-25.5273333,0.0
6623,18.97,18.16,16.55,16.1,16.21,15.279,14.777,14.829,-0.007499999999999729,-1.370000000000001,0.5311627906976748,1.8879069767441874,1.3567441860465124,gmag_rmag_imag_Hamag,117.716625,-25.5076111,0.0
6628,20.62,19.0,16.91,16.25,16.49,15.197,14.309,14.071,0.42100000000000093,-1.0729411764705992,1.0116279069767495,2.5490697674418694,1.5374418604651199,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.722875,-25.5447778,0.0
6938,17.61,15.17,13.34,12.33,12.7,10.499,9.712,9.433,0.6051666666666671,-1.6635294117647117,1.5020930232558158,2.480232558139539,0.9781395348837233,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,130.6245417,-45.0085,0.0
7443,17.73,15.4,13.58,12.79,13.21,11.21,10.457,10.182,0.894833333333332,-0.04235294117646626,1.2653488372092987,2.118372093023249,0.8530232558139503,umag_rmag_imag_Hamag,157.0310833,-57.7066944,0.0
8819,18.26,15.52,13.27,12.22,12.79,10.289,9.34,9.07,0.8325000000000045,-0.33764705882353097,1.295116279069774,2.2327906976744294,0.9376744186046553,umag_rmag_imag_Hamag,254.576,-44.7259722,0.0
8841,18.88,15.78,13.35,12.23,12.9,9.957,8.99,8.636,1.065333333333335,0.2147058823529444,1.4016279069767448,2.289069767441862,0.8874418604651171,umag_rmag_imag_Hamag,264.1210417,-32.4676667,0.0
8876,20.66,16.88,14.0,12.59,13.46,9.7,8.521,8.118,1.2185000000000015,0.31764705882353494,1.5746511627906976,2.451627906976742,0.8769767441860443,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,264.2351667,-32.4439722,0.0
9372,22.918,19.636,18.94,17.72,18.46,15.065,14.027,13.628,1.065666666666663,0.20435294117646707,1.4061860465116238,0.39846511627906045,-1.0077209302325638,gmag_rmag_imag_Hamag,87.994208,22.254083,1.0
9374,15.762,14.736,12.98,12.29,12.43,11.335,10.981,10.641,-0.22750000000000226,-2.5004705882353,0.671116279069766,2.1047906976744164,1.4336744186046504,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,56.368509,50.057241,1.0
9375,15.302,15.793,12.68,11.91,11.88,10.899,10.575,10.259,-1.889833333333332,-5.620411764705877,-0.41495348837209434,2.7671162790697643,3.1820697674418583,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,59.058908,52.434199,1.0
9383,15.693,14.806,13.52,12.96,12.83,12.013,11.716,11.386,-0.1303333333333303,-3.537117647058821,1.2165348837209324,2.801837209302329,1.5853023255813965,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,88.470081,22.429046,1.0
9384,15.693,14.806,13.52,12.96,12.83,12.013,11.716,11.386,-0.1303333333333303,-3.537117647058821,1.2165348837209324,2.801837209302329,1.5853023255813965,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,88.470081,22.429046,1.0
9387,14.487,14.61,12.86,12.62,12.6,12.059,11.903,11.737,-0.5589999999999996,-1.7900588235294104,-0.0723023255813958,1.7237441860465101,1.796046511627906,gmag_rmag_imag_Hamag,92.652009,24.313367,1.0
9409,16.171,14.31,13.02,12.42,12.61,11.527,11.29,11.117,0.7709999999999999,-0.7678235294117677,1.3793720930232563,2.2319302325581423,0.852558139534886,umag_rmag_imag_Hamag,56.463593,49.815753,1.0
9416,15.352,15.684,13.26,12.97,12.94,12.639,12.618,12.535,-0.8588333333333306,-2.3837647058823546,-0.25595348837208914,2.2371162790697734,2.4930697674418627,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,81.096375,28.594889,1.0
9432,24.635,17.203,16.66,16.17,16.48,15.515,15.3,15.175,6.541833333333338,6.27788235294118,6.646186046511634,6.475465116279079,-0.17072093023255552,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,81.378157,29.639252,1.0
9458,17.738,15.079,13.41,12.72,13.01,11.528,10.906,10.716,1.4055000000000002,0.09429411764705442,1.923883720930234,2.9252093023255856,1.0013255813953517,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,102.32302,10.024136,1.0
9459,15.074,14.77,12.91,11.78,11.97,10.885,10.801,10.645,-1.7488333333333341,-5.72305882352941,-0.1776279069767469,1.2449302325581337,1.4225581395348805,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,59.558931,52.173432,1.0
9465,15.736,15.26,13.57,13.39,13.46,13.041,12.99,12.933,0.14900000000000146,-0.22929411764705454,0.29855813953488397,1.8273953488372086,1.5288372093023246,gmag_rmag_imag_Hamag,101.94088,11.222758,1.0
9467,15.345,15.17,13.5,13.37,13.38,13.107,13.111,13.049,-0.06116666666666731,-0.5944117647058769,0.14965116279069443,1.7966279069767372,1.6469767441860428,gmag_rmag_imag_Hamag,101.91624,11.356705,1.0
